 SIKORSKY SC1095 AIRFOIL
0.000000 0.000000
0.000102 -0.001117
0.000813 -0.003219
0.002034 -0.005099
0.004067 -0.007565
0.006609 -0.010198
0.009151 -0.012360
0.012201 -0.014526
0.018302 -0.017980
0.024403 -0.020662
0.030503 -0.022933
0.036604 -0.024941
0.042705 -0.026694
0.050839 -0.028620
0.061007 -0.030480
0.071174 -0.031911
0.081342 -0.033043
0.091510 -0.033965
0.101678 -0.034760
0.116929 -0.035795
0.132181 -0.036660
0.147433 -0.037372
0.162684 -0.037948
0.177936 -0.038406
0.193188 -0.038762
0.208439 -0.039032
0.223691 -0.039225
0.238943 -0.039348
0.254194 -0.039410
0.269446 -0.039414
0.284697 -0.039368
0.305033 -0.039236
0.325369 -0.039027
0.345704 -0.038744
0.366040 -0.038392
0.386375 -0.037974
0.406711 -0.037494
0.427046 -0.036952
0.447382 -0.036350
0.467717 -0.035688
0.488053 -0.034966
0.508388 -0.034186
0.528724 -0.033347
0.549059 -0.032448
0.569395 -0.031488
0.589731 -0.030467
0.610066 -0.029384
0.630402 -0.028238
0.650737 -0.027033
0.671073 -0.025771
0.691408 -0.024452
0.711744 -0.023078
0.732079 -0.021655
0.752415 -0.020187
0.772750 -0.018679
0.793086 -0.017137
0.813421 -0.015566
0.833757 -0.013971
0.854092 -0.012355
0.874428 -0.010723
0.894764 -0.009078
0.915099 -0.007424
0.925267 -0.006589
0.935435 -0.005745
0.945602 -0.004889
0.955770 -0.004019
0.965938 -0.003131
0.976106 -0.002713
0.986274 -0.002294
0.996441 -0.001875
1.000000 -0.001729
